call_id,date,technician_id,machine_id,issue_type,duration_hours
C00480,2023-10-08,T664,M079,Inspection,5.71
C00481,2023-11-01,T842,M4669,Mechanical Failure,4.99
C00482,2023-09-05,T586,M4551,Inspection,6.53
C00483,2024-05-08,T494,M4816,Calibration,1.34
C00484,2023-03-21,T834,M4331,Software Update,0.17
C00485,2023-10-27,T625,M1430,Sensor Replacement,0.76
C00486,2024-01-15,T678,M2241,Software Update,3.45
C00487,2023-06-18,T356,M4827,Calibration,2.79
C00488,2023-03-21,T649,M4561,Electrical Fault,0.56
C00489,2023-12-15,T071,M3557,Sensor Replacement,0.04
C00490,2024-06-05,T702,M1352,Routine Maintenance,0.39
C00491,2023-04-02,T913,M2267,Emergency Repair,5.57
C00492,2023-11-20,T706,M958,Sensor Replacement,1.99
C00493,2023-10-03,T135,M3225,Software Update,4.81
C00494,2023-05-01,T829,M2563,Mechanical Failure,4.06
C00495,2024-03-12,T094,M156,Calibration,6.94
C00496,2023-06-15,T099,M2204,Calibration,0.28
C00497,2023-06-27,T525,M3666,Software Update,3.08
C00498,2024-01-29,T673,M3075,Mechanical Failure,1.47
C00499,2023-07-30,T491,M3541,Emergency Repair,0.83
C00500,2023-12-13,T531,M3021,Mechanical Failure,4.65
C00501,2024-05-31,T246,M3064,Emergency Repair,0.95
C00502,2023-09-23,T022,M1918,Emergency Repair,5.47
C00503,2024-01-23,T492,M491,Emergency Repair,6.14
C00504,2023-09-29,T947,M589,Software Update,0.04
C00505,2023-04-02,T897,M3283,Software Update,6.38
C00506,2023-05-12,T398,M1047,Mechanical Failure,0.85
C00507,2023-04-22,T860,M2152,Calibration,0.16
C00508,2023-06-28,T535,M1539,Mechanical Failure,1.28
C00509,2024-05-29,T841,M3534,Sensor Replacement,15.82
C00510,2024-03-29,T202,M3051,Sensor Replacement,1.01
C00511,2024-06-06,T689,M919,Calibration,5.01
C00512,2023-07-08,T494,M4426,Calibration,1.85
C00513,2023-01-09,T161,M4350,Electrical Fault,1.52
C00514,2023-05-26,T438,M1128,Calibration,1.61
C00515,2024-04-01,T652,M4061,Inspection,5.01
C00516,2024-03-05,T622,M1178,Electrical Fault,2.39
C00517,2024-02-20,T753,M2101,Sensor Replacement,1.45
C00518,2024-01-22,T041,M2298,Calibration,1.28
C00519,2023-05-10,T364,M1470,Electrical Fault,2.21
C00520,2024-01-20,T708,M3175,Routine Maintenance,0.51
C00521,2024-06-11,T286,M1233,Mechanical Failure,3.57
C00522,2024-06-22,T140,M885,Mechanical Failure,1.06
C00523,2023-11-14,T195,M772,Software Update,0.32
C00524,2023-04-23,T221,M2540,Sensor Replacement,9.23
C00525,2024-04-24,T641,M4432,Mechanical Failure,2.42
C00526,2023-11-03,T771,M595,Calibration,1.16
C00527,2023-07-20,T189,M4699,Inspection,0.86
C00528,2023-11-05,T500,M2376,Software Update,1.37
C00529,2024-02-11,T599,M2956,Routine Maintenance,5.47
C00530,2023-02-26,T641,M4830,Electrical Fault,3.26
C00531,2023-02-16,T395,M2869,Inspection,4.17
C00532,2023-11-18,T277,M2729,Inspection,1.64
C00533,2023-11-17,T085,M1845,Software Update,2.01
C00534,2024-04-10,T436,M1695,Inspection,2.66
C00535,2024-02-26,T812,M1677,Electrical Fault,1.77
C00536,2023-06-01,T162,M1190,Emergency Repair,0.33
C00537,2023-09-04,T876,M4724,Calibration,2.15
C00538,2023-06-12,T475,M3897,Calibration,1.16
C00539,2024-05-15,T512,M2749,Emergency Repair,1.79
C00540,2023-07-19,T410,M2143,Inspection,0.29
C00541,2023-12-04,T574,M4451,Calibration,5.49
C00542,2024-03-26,T903,M3877,Emergency Repair,0.36
C00543,2023-02-07,T838,M2266,Calibration,6.63
C00544,2024-01-15,T358,M2151,Routine Maintenance,0.08
C00545,2024-06-17,T352,M1102,Software Update,5.1
C00546,2024-06-12,T984,M146,Inspection,3.62
C00547,2023-12-04,T709,M1118,Calibration,0.84
C00548,2023-05-27,T042,M3446,Sensor Replacement,2.12
C00549,2023-10-26,T705,M1542,Mechanical Failure,1.72
C00550,2023-08-27,T194,M576,Sensor Replacement,0.94
C00551,2023-02-02,T678,M2292,Electrical Fault,4.22
C00552,2023-05-29,T082,M1473,Routine Maintenance,7.97
C00553,2023-12-28,T544,M1144,Mechanical Failure,3.02
C00554,2023-06-13,T342,M1324,Inspection,1.79
C00555,2024-06-12,T164,M2068,Electrical Fault,1.87
C00556,2023-06-28,T438,M1378,Routine Maintenance,2.99
C00557,2023-03-12,T308,M481,Routine Maintenance,2.16
C00558,2023-11-11,T399,M763,Emergency Repair,8.62
C00559,2024-03-09,T465,M4888,Inspection,1.36
C00560,2023-09-28,T707,M1383,Electrical Fault,1.41
C00561,2024-05-05,T132,M2693,Calibration,4.6
C00562,2023-04-18,T051,M4333,Calibration,1.77
C00563,2023-03-12,T300,M056,Inspection,1.11
C00564,2023-06-28,T058,M4672,Inspection,2.27
C00565,2023-11-02,T775,M120,Software Update,0.54
C00566,2024-02-19,T711,M3171,Sensor Replacement,7.03
C00567,2023-05-01,T575,M1425,Calibration,12.25
C00568,2024-06-17,T370,M3554,Calibration,1.74
C00569,2023-04-11,T269,M4791,Sensor Replacement,1.43
C00570,2023-01-18,T689,M1821,Inspection,0.41
C00571,2024-02-26,T846,M276,Calibration,6.93
C00572,2023-10-10,T371,M012,Inspection,5.75
C00573,2023-01-04,T133,M4626,Software Update,0.84
C00574,2023-01-18,T390,M2996,Mechanical Failure,6.72
C00575,2023-04-02,T594,M1727,Software Update,1.23
C00576,2023-10-10,T048,M2375,Emergency Repair,2.08
C00577,2023-11-21,T011,M1475,Electrical Fault,0.93
C00578,2023-02-05,T282,M3978,Routine Maintenance,0.58
C00579,2024-05-17,T692,M3977,Electrical Fault,0.52
C00580,2024-03-24,T616,M4299,Calibration,0.07
C00581,2023-01-12,T655,M3853,Mechanical Failure,0.58
C00582,2023-09-08,T086,M371,Sensor Replacement,1.13
C00583,2023-09-17,T436,M1886,Calibration,2.24
C00584,2023-09-27,T878,M4994,Electrical Fault,7.19
C00585,2023-05-03,T630,M1500,Routine Maintenance,1.06
C00586,2023-07-10,T924,M4086,Mechanical Failure,8.17
C00587,2023-01-31,T087,M2031,Sensor Replacement,6.98
C00588,2023-10-02,T750,M4482,Mechanical Failure,0.55
C00589,2023-06-16,T162,M595,Mechanical Failure,1.45
C00590,2024-03-18,T310,M1628,Routine Maintenance,9.15
C00591,2023-03-02,T080,M963,Routine Maintenance,0.63
C00592,2023-10-31,T603,M010,Software Update,5.46
C00593,2023-06-23,T600,M1839,Electrical Fault,1.92
C00594,2023-01-23,T878,M822,Routine Maintenance,0.9
C00595,2023-09-18,T847,M1621,Routine Maintenance,2.88
C00596,2023-09-01,T171,M1419,Sensor Replacement,1.91
C00597,2023-12-11,T708,M746,Inspection,6.16
C00598,2023-07-09,T167,M2313,Routine Maintenance,0.04
C00599,2024-04-09,T583,M2911,Routine Maintenance,2.3
C00600,2024-04-06,T070,M1045,Software Update,0.2
C00601,2023-11-23,T713,M3316,Emergency Repair,4.61
C00602,2023-10-09,T773,M1044,Routine Maintenance,1.05
C00603,2024-03-07,T710,M2608,Routine Maintenance,0.25
C00604,2023-01-07,T987,M1450,Sensor Replacement,3.53
C00605,2023-09-28,T957,M4355,Routine Maintenance,4.85
C00606,2023-05-09,T859,M1978,Sensor Replacement,3.45
C00607,2024-02-27,T744,M2924,Calibration,2.51
C00608,2024-02-04,T472,M4005,Software Update,1.99
C00609,2023-05-29,T247,M1319,Electrical Fault,5.17
C00610,2023-04-13,T108,M812,Calibration,4.53
C00611,2023-04-18,T843,M199,Mechanical Failure,8.02
C00612,2023-07-11,T036,M2053,Sensor Replacement,1.39
C00613,2023-01-15,T594,M3290,Sensor Replacement,1.8
C00614,2024-03-21,T832,M1984,Software Update,0.91
C00615,2023-10-18,T071,M1747,Calibration,0.3
C00616,2024-04-24,T655,M4465,Electrical Fault,0.6
C00617,2024-05-15,T055,M123,Software Update,3.22
C00618,2024-01-20,T635,M2772,Software Update,1.32
C00619,2023-07-18,T809,M744,Inspection,1.05
C00620,2023-09-09,T403,M2771,Emergency Repair,0.17
C00621,2024-02-27,T891,M457,Mechanical Failure,3.54
C00622,2024-01-20,T223,M1501,Mechanical Failure,2.23
C00623,2023-03-26,T153,M4995,Software Update,2.79
C00624,2023-06-14,T260,M1632,Emergency Repair,4.09
C00625,2024-05-17,T083,M2851,Inspection,0.27
C00626,2023-12-26,T624,M1247,Sensor Replacement,0.66
C00627,2024-03-21,T548,M1494,Inspection,4.89
C00628,2023-06-12,T193,M4664,Sensor Replacement,6.29
C00629,2024-05-06,T831,M857,Sensor Replacement,1.04
C00630,2024-01-28,T201,M4077,Sensor Replacement,4.1
C00631,2023-11-06,T697,M2175,Emergency Repair,1.84
C00632,2023-10-02,T421,M3514,Electrical Fault,0.58
C00633,2023-04-23,T506,M1794,Calibration,3.39
C00634,2023-10-22,T627,M2322,Mechanical Failure,0.74
C00635,2023-11-15,T929,M1729,Mechanical Failure,2.99
C00636,2023-07-14,T722,M4324,Electrical Fault,1.33
C00637,2024-01-12,T473,M1706,Electrical Fault,1.03
C00638,2023-05-25,T946,M843,Mechanical Failure,4.97
C00639,2024-03-22,T601,M2107,Electrical Fault,0.13
C00640,2024-03-18,T010,M3189,Sensor Replacement,1.78
C00641,2024-05-23,T990,M1882,Routine Maintenance,0.98
C00642,2023-01-23,T784,M1654,Mechanical Failure,2.88
C00643,2023-04-30,T486,M804,Mechanical Failure,0.03
C00644,2023-06-20,T710,M4085,Routine Maintenance,1.1
C00645,2024-01-18,T697,M1684,Inspection,3.8
C00646,2023-11-24,T564,M1773,Electrical Fault,0.13
C00647,2023-02-15,T750,M2419,Routine Maintenance,3.87
C00648,2023-03-28,T668,M3452,Electrical Fault,0.8
C00649,2023-04-07,T377,M959,Mechanical Failure,3.31
C00650,2023-03-10,T273,M136,Routine Maintenance,5.15
C00651,2023-09-06,T803,M2707,Software Update,0.08
C00652,2023-09-23,T670,M4291,Electrical Fault,0.28
C00653,2024-05-18,T873,M4784,Electrical Fault,1.24
C00654,2024-01-28,T886,M1049,Software Update,5.11
C00655,2023-06-19,T014,M1403,Calibration,3.99
C00656,2023-06-11,T568,M2462,Sensor Replacement,1.86
C00657,2023-06-09,T002,M3898,Mechanical Failure,3.69
C00658,2023-10-31,T311,M3747,Emergency Repair,0.79
C00659,2024-04-06,T832,M1830,Software Update,5.05
C00660,2023-02-24,T382,M4966,Emergency Repair,1.24
C00661,2023-12-16,T506,M3194,Routine Maintenance,0.43
C00662,2024-01-05,T673,M3251,Mechanical Failure,6.57
C00663,2023-06-12,T038,M394,Routine Maintenance,1.46
C00664,2024-04-25,T829,M4056,Sensor Replacement,0.94
C00665,2023-03-23,T820,M4038,Emergency Repair,2.23
C00666,2023-01-31,T299,M2750,Calibration,3.61
C00667,2024-05-26,T864,M1368,Mechanical Failure,0.67
C00668,2023-05-23,T780,M438,Software Update,4.75
C00669,2024-05-28,T385,M3679,Software Update,2.65
C00670,2023-10-24,T444,M347,Sensor Replacement,0.7
C00671,2023-04-03,T931,M2686,Inspection,7.57
C00672,2023-05-08,T344,M3121,Calibration,1.18
C00673,2024-03-28,T759,M1643,Emergency Repair,6.12
C00674,2024-03-05,T538,M634,Electrical Fault,2.53
C00675,2024-02-09,T483,M3056,Software Update,4.13
C00676,2024-02-11,T756,M1023,Software Update,11.71
C00677,2024-06-03,T440,M4614,Inspection,6.15
C00678,2024-06-16,T153,M458,Mechanical Failure,3.4
C00679,2023-11-12,T893,M433,Electrical Fault,1.06
C00680,2023-06-12,T867,M4974,Routine Maintenance,4.75
C00681,2024-01-11,T089,M2955,Emergency Repair,12.52
C00682,2023-12-10,T359,M4035,Emergency Repair,1.11
C00683,2023-09-25,T502,M2090,Software Update,0.33
C00684,2023-03-19,T521,M2749,Mechanical Failure,0.62
C00685,2023-02-24,T194,M270,Emergency Repair,1.83
C00686,2023-07-06,T816,M4068,Sensor Replacement,5.13
C00687,2023-08-05,T103,M1600,Mechanical Failure,9.9
C00688,2023-12-01,T678,M4761,Emergency Repair,0.53
C00689,2024-05-22,T073,M3634,Electrical Fault,0.92
C00690,2023-08-11,T558,M3686,Software Update,1.36
C00691,2023-07-17,T510,M3906,Emergency Repair,0.65
C00692,2024-02-29,T257,M3866,Sensor Replacement,2.56
C00693,2024-01-21,T902,M018,Mechanical Failure,0.08
C00694,2023-10-01,T646,M4096,Inspection,2.1
C00695,2023-04-27,T950,M1245,Electrical Fault,8.76
C00696,2024-04-01,T224,M4109,Electrical Fault,0.16
C00697,2023-03-19,T992,M3170,Calibration,0.37
C00698,2023-10-30,T398,M468,Calibration,1.68
C00699,2023-11-16,T196,M4977,Electrical Fault,2.08
C00700,2024-06-08,T175,M954,Software Update,1.25
C00701,2023-04-08,T263,M378,Emergency Repair,1.39
C00702,2023-03-10,T691,M3245,Inspection,1.77
C00703,2023-09-29,T451,M2392,Calibration,1.38
C00704,2023-04-17,T413,M3668,Routine Maintenance,0.71
C00705,2024-06-29,T753,M1682,Calibration,3.01
C00706,2023-02-20,T057,M4391,Electrical Fault,3.08
C00707,2024-03-22,T836,M4104,Software Update,0.13
C00708,2024-06-07,T845,M304,Mechanical Failure,1.06
C00709,2023-07-27,T622,M229,Emergency Repair,2.06
C00710,2023-04-16,T719,M3584,Electrical Fault,4.21
C00711,2024-02-13,T221,M4723,Mechanical Failure,1.46
C00712,2023-12-25,T534,M571,Mechanical Failure,1.33
C00713,2023-03-05,T716,M2402,Inspection,1.31
C00714,2023-02-26,T030,M1319,Calibration,1.79
C00715,2023-11-08,T943,M287,Calibration,4.66
C00716,2024-06-11,T216,M1980,Emergency Repair,1.28
C00717,2023-12-19,T004,M138,Emergency Repair,1.1
C00718,2024-02-24,T193,M749,Calibration,0.42
C00719,2023-07-16,T743,M4281,Routine Maintenance,5.48
C00720,2023-07-17,T411,M4240,Routine Maintenance,0.56
C00721,2023-02-09,T585,M3940,Sensor Replacement,4.9
C00722,2023-11-05,T563,M919,Calibration,2.88
C00723,2023-05-04,T821,M3689,Emergency Repair,0.58
C00724,2023-06-17,T071,M2483,Electrical Fault,1.95
C00725,2024-01-20,T494,M219,Calibration,3.12
C00726,2023-02-03,T477,M4707,Emergency Repair,12.16
C00727,2023-05-24,T065,M2053,Software Update,7.08
C00728,2024-06-11,T483,M3791,Routine Maintenance,3.41
C00729,2023-05-02,T153,M4167,Routine Maintenance,0.66
C00730,2023-09-01,T755,M4503,Emergency Repair,8.68
C00731,2023-10-21,T052,M1078,Software Update,2.67
C00732,2024-03-20,T257,M4608,Calibration,0.27
C00733,2023-02-25,T987,M1833,Calibration,4.4
C00734,2023-12-11,T790,M1381,Calibration,0.94
C00735,2023-09-01,T509,M2017,Routine Maintenance,3.35
C00736,2023-05-30,T388,M2035,Calibration,0.5
C00737,2023-04-17,T657,M1439,Emergency Repair,1.35
C00738,2023-12-13,T415,M210,Calibration,4.38
C00739,2023-03-30,T388,M2505,Inspection,5.43
C00740,2024-01-16,T150,M2722,Emergency Repair,3.49
C00741,2023-04-15,T070,M702,Software Update,0.79
C00742,2024-04-27,T093,M1463,Emergency Repair,0.88
C00743,2024-06-21,T640,M1502,Calibration,7.23
C00744,2023-11-16,T084,M041,Mechanical Failure,4.23
C00745,2023-03-16,T909,M2226,Emergency Repair,0.37
C00746,2024-06-21,T652,M1342,Mechanical Failure,11.43
C00747,2023-03-19,T272,M1740,Electrical Fault,0.33
C00748,2023-03-30,T543,M1115,Emergency Repair,0.95
C00749,2023-12-06,T089,M3719,Calibration,3.82
C00750,2023-10-10,T750,M2572,Inspection,0.89
C00751,2023-01-19,T952,M4406,Sensor Replacement,1.71
C00752,2023-02-02,T310,M1254,Sensor Replacement,1.87
C00753,2023-12-03,T121,M3458,Electrical Fault,0.35
C00754,2024-05-31,T351,M4098,Software Update,7.05
C00755,2023-09-02,T219,M2801,Inspection,2.21
C00756,2024-01-14,T059,M4814,Sensor Replacement,1.5
C00757,2023-01-24,T796,M1995,Emergency Repair,5.87
C00758,2023-12-04,T917,M066,Inspection,5.88
C00759,2024-06-30,T153,M4822,Inspection,3.29
C00760,2023-06-29,T061,M3010,Electrical Fault,13.04
C00761,2023-01-01,T713,M921,Inspection,0.91
C00762,2023-06-30,T160,M2242,Electrical Fault,0.47
C00763,2024-05-20,T071,M2092,Emergency Repair,0.33
C00764,2023-08-11,T733,M2839,Software Update,0.12
C00765,2023-10-14,T411,M1744,Software Update,1.9
C00766,2023-02-20,T750,M3195,Calibration,0.08
C00767,2024-02-18,T914,M2116,Mechanical Failure,0.1
C00768,2024-01-21,T773,M3959,Sensor Replacement,0.88
C00769,2023-04-23,T838,M2293,Emergency Repair,3.39
C00770,2024-02-23,T871,M1290,Mechanical Failure,0.06
C00771,2023-03-17,T405,M4919,Software Update,0.04
C00772,2023-05-26,T014,M4190,Mechanical Failure,4.98
C00773,2023-05-28,T224,M456,Routine Maintenance,1.58
C00774,2023-10-16,T335,M4368,Emergency Repair,0.74
C00775,2024-02-27,T839,M1181,Routine Maintenance,0.52
C00776,2024-02-18,T180,M2497,Emergency Repair,6.93
C00777,2023-08-11,T027,M2203,Inspection,1.59
C00778,2024-03-24,T120,M4978,Calibration,1.11
C00779,2023-03-09,T300,M2820,Sensor Replacement,5.18
C00780,2023-12-08,T090,M545,Calibration,3.82
C00781,2024-01-05,T110,M4245,Electrical Fault,0.15
C00782,2024-06-18,T750,M1209,Emergency Repair,1.61
C00783,2023-06-16,T826,M1936,Software Update,1.21
C00784,2023-09-13,T786,M2108,Emergency Repair,7.22
C00785,2023-03-25,T343,M2607,Sensor Replacement,0.56
C00786,2023-09-16,T759,M443,Sensor Replacement,0.83
C00787,2023-10-16,T797,M2041,Electrical Fault,0.57
C00788,2023-11-05,T688,M2024,Inspection,0.34
C00789,2023-09-20,T795,M1403,Emergency Repair,1.15
C00790,2023-11-11,T015,M2467,Inspection,0.38
C00791,2023-02-16,T517,M4488,Electrical Fault,2.06
C00792,2024-06-16,T591,M3819,Mechanical Failure,1.71
C00793,2023-09-27,T937,M2160,Routine Maintenance,4.08
C00794,2024-06-01,T766,M2409,Software Update,2.11
C00795,2024-06-29,T627,M1925,Mechanical Failure,2.37
C00796,2023-06-19,T956,M2132,Mechanical Failure,2.07
C00797,2024-03-27,T114,M4673,Mechanical Failure,0.03
C00798,2024-06-26,T958,M3525,Mechanical Failure,0.81
C00799,2023-01-22,T019,M4765,Software Update,3.05
C00800,2023-07-13,T539,M440,Emergency Repair,1.22
C00801,2024-06-15,T025,M355,Sensor Replacement,1.17
C00802,2024-04-02,T685,M1002,Calibration,0.34
C00803,2024-02-25,T595,M4016,Electrical Fault,3.26
C00804,2023-01-10,T588,M1231,Calibration,0.63
C00805,2023-10-13,T255,M4922,Inspection,0.27
C00806,2023-12-13,T953,M4633,Calibration,12.59
C00807,2024-06-17,T944,M3941,Sensor Replacement,2.32
C00808,2023-09-04,T436,M3437,Sensor Replacement,0.37
C00809,2023-05-31,T452,M2311,Software Update,2.33
C00810,2024-02-09,T032,M3523,Software Update,1.22
C00811,2023-09-25,T349,M4744,Routine Maintenance,2.22
C00812,2024-04-08,T797,M1251,Mechanical Failure,0.09
C00813,2023-08-22,T126,M2167,Calibration,8.83
C00814,2024-06-08,T380,M4273,Inspection,1.64
C00815,2023-08-30,T273,M2496,Inspection,2.71
C00816,2023-06-22,T815,M436,Mechanical Failure,3.75
C00817,2023-10-03,T657,M3461,Sensor Replacement,0.49
C00818,2024-06-20,T946,M1106,Inspection,2.44
C00819,2023-05-06,T842,M3054,Electrical Fault,1.7
C00820,2023-07-14,T826,M1229,Routine Maintenance,0.75
C00821,2023-05-27,T319,M829,Sensor Replacement,4.41
C00822,2023-09-16,T731,M3711,Mechanical Failure,2.75
C00823,2023-06-15,T150,M4736,Routine Maintenance,0.93
C00824,2024-05-30,T199,M2169,Inspection,8.43
C00825,2023-03-04,T886,M159,Calibration,8.74
C00826,2023-11-07,T896,M555,Sensor Replacement,2.33
C00827,2023-04-14,T380,M4236,Calibration,2.57
C00828,2024-04-19,T689,M658,Calibration,1.4
C00829,2024-01-22,T700,M3374,Routine Maintenance,2.78
C00830,2023-04-23,T577,M1287,Software Update,1.43
C00831,2023-02-26,T815,M377,Sensor Replacement,2.13
C00832,2024-04-28,T548,M291,Software Update,1.69
C00833,2023-09-11,T395,M4962,Mechanical Failure,2.62
C00834,2023-01-08,T491,M3718,Emergency Repair,0.92
C00835,2023-01-23,T169,M2038,Inspection,2.23
C00836,2023-09-04,T151,M1415,Inspection,4.82
C00837,2024-02-20,T008,M2729,Inspection,0.24
C00838,2023-12-14,T379,M2762,Routine Maintenance,0.37
C00839,2023-06-13,T057,M2469,Emergency Repair,0.54
C00840,2023-08-09,T402,M2072,Inspection,1.14
C00841,2024-06-30,T536,M479,Emergency Repair,3.23
C00842,2023-09-05,T474,M232,Sensor Replacement,7.96
C00843,2023-04-12,T123,M2570,Sensor Replacement,3.09
C00844,2023-11-19,T158,M1673,Routine Maintenance,2.22
C00845,2023-08-31,T862,M1456,Sensor Replacement,0.1
C00846,2023-11-30,T952,M867,Electrical Fault,1.4
C00847,2023-10-23,T912,M3982,Sensor Replacement,2.2
C00848,2024-04-07,T846,M392,Sensor Replacement,1.18
C00849,2024-05-24,T388,M4052,Mechanical Failure,0.48
C00850,2024-03-31,T314,M1373,Sensor Replacement,0.09
C00851,2023-04-07,T118,M4627,Sensor Replacement,0.79
C00852,2023-11-04,T896,M1327,Inspection,6.77
C00853,2023-03-30,T452,M2347,Mechanical Failure,3.14
C00854,2024-05-31,T159,M845,Routine Maintenance,2.49
C00855,2023-05-15,T966,M1929,Sensor Replacement,2.68
C00856,2024-03-22,T909,M4443,Electrical Fault,0.08
C00857,2023-09-23,T165,M2678,Electrical Fault,5.02
C00858,2023-01-13,T316,M788,Routine Maintenance,1.11
C00859,2023-12-16,T625,M1333,Inspection,2.46
C00860,2023-01-04,T257,M3853,Inspection,1.1
C00861,2023-10-06,T444,M4540,Routine Maintenance,0.75
C00862,2024-02-11,T140,M4956,Calibration,2.33
C00863,2023-11-06,T327,M3329,Calibration,2.5
C00864,2024-02-07,T625,M1093,Emergency Repair,0.16
C00865,2024-02-10,T039,M965,Software Update,0.85
C00866,2023-08-04,T598,M1200,Routine Maintenance,3.12
C00867,2023-08-15,T100,M4670,Calibration,2.27
C00868,2023-09-25,T479,M4126,Mechanical Failure,0.22
C00869,2023-09-25,T214,M2863,Routine Maintenance,0.65
C00870,2024-03-24,T270,M3504,Routine Maintenance,1.77
C00871,2024-01-23,T049,M970,Calibration,0.3
C00872,2024-01-27,T675,M876,Routine Maintenance,5.46
C00873,2024-06-25,T283,M4862,Electrical Fault,4.49
C00874,2023-11-04,T122,M1218,Calibration,0.55
C00875,2023-03-16,T215,M2820,Mechanical Failure,0.86
C00876,2023-12-08,T943,M4427,Routine Maintenance,7.23
C00877,2023-07-12,T471,M281,Mechanical Failure,0.32
C00878,2024-01-26,T801,M1693,Calibration,1.31
C00879,2024-03-18,T404,M213,Software Update,7.04
C00880,2023-04-07,T802,M3187,Electrical Fault,6.13
