call_id,satisfaction_score,comment,feedback_delay_days
C00905,5,Would appreciate faster response next time,0
C00906,4,Great Service.,14
C00907,4,Technician was very professional,2
C00908,4,Communication could be better,7
C00909,3,Took longer than expected.,7
C00910,5,Quick and efficient,2
C00911,5,Quick and efficient,3
C00912,5,Would appreciate faster response next time,5
C00913,4,Took longer than expected.,1
C00914,3,Communication could be better,14
C00915,3,,14
C00916,5,Communication could be better,1
C00917,5,Everything was fine,14
C00918,5,Communication could be better,0
C00919,4,Quick and efficient,2
C00920,3,,14
C00921,5,Technician was very professional,3
C00922,4,Issue still persists,1
C00923,5,Would appreciate faster response next time,1
C00924,4,Issue still persists,7
C00925,3,Issue still persists,1
C00926,4,Would appreciate faster response next time,0
C00927,3,Technician was very professional,3
C00928,3,Issue still persists,1
C00929,5,Quick and efficient,5
C00930,5,Great Service.,2
C00931,4,Resolved the issue quickly,3
C00932,2,Resolved the issue quickly,2
C00933,5,Issue still persists,7
C00934,5,,0
C00935,3,Would appreciate faster response next time,7
C00936,5,Issue still persists,0
C00937,5,Quick and efficient,2
C00938,4,Great Service.,7
C00939,3,Would appreciate faster response next time,3
C00940,4,Everything was fine,7
C00941,4,,1
C00942,4,Took longer than expected.,3
C00943,2,,7
C00944,5,Resolved the issue quickly,2
C00945,1,Took longer than expected.,3
C00946,5,Would appreciate faster response next time,7
C00947,4,Quick and efficient,2
C00948,1,Issue still persists,5
C00949,4,Resolved the issue quickly,3
C00950,4,Would appreciate faster response next time,7
C00951,5,Communication could be better,1
C00952,4,Issue still persists,3
C00953,4,Took longer than expected.,14
C00954,3,Technician was very professional,5
C00955,4,Technician was very professional,0
C00956,4,Resolved the issue quickly,1
C00957,3,Would appreciate faster response next time,2
C00958,4,Everything was fine,2
C00959,5,Technician was very professional,7
C00960,3,Quick and efficient,5
C00961,5,Resolved the issue quickly,2
C00962,4,Great Service.,1
C00963,5,Everything was fine,3
C00964,3,Quick and efficient,0
C00965,4,Great Service.,2
C00966,3,Everything was fine,5
C00967,3,Resolved the issue quickly,14
C00968,5,Communication could be better,7
C00969,4,Technician was very professional,1
C00970,5,Quick and efficient,0
C00971,2,Issue still persists,3
C00972,3,Communication could be better,3
C00973,4,Resolved the issue quickly,1
C00974,2,Took longer than expected.,2
C00975,5,Would appreciate faster response next time,2
C00976,5,,3
C00977,1,,2
C00978,3,Issue still persists,0
C00979,5,Great Service.,0
C00980,5,Quick and efficient,3
C00981,2,,3
C00982,5,Would appreciate faster response next time,7
C00983,2,Quick and efficient,14
C00984,3,,14
C00985,4,Quick and efficient,3
C00986,5,Great Service.,0
C00987,1,Resolved the issue quickly,7
C00988,2,Communication could be better,3
C00989,5,Resolved the issue quickly,14
C00990,5,Technician was very professional,14
C00991,4,,7
C00992,5,Technician was very professional,7
C00993,5,,5
C00994,4,Great Service.,14
C00995,5,Took longer than expected.,14
C00996,5,Issue still persists,0
C00997,5,Technician was very professional,14
C00998,5,Would appreciate faster response next time,5
C00999,4,Resolved the issue quickly,14
C01000,2,,14
C01001,5,Resolved the issue quickly,0
C01002,3,Technician was very professional,3
C01003,4,Technician was very professional,5
C01004,4,Would appreciate faster response next time,7
C01005,4,Issue still persists,7
C01006,4,Took longer than expected.,0
C01007,4,Great Service.,14
C01008,4,Technician was very professional,2
C01009,3,Everything was fine,3
C01010,3,Took longer than expected.,0
C01011,3,Great Service.,3
C01012,3,Would appreciate faster response next time,2
C01013,1,Communication could be better,5
C01014,5,Quick and efficient,7
C01015,4,Quick and efficient,3
C01016,3,Would appreciate faster response next time,14
C01017,4,Issue still persists,5
C01018,2,Took longer than expected.,3
C01019,4,Would appreciate faster response next time,2
C01020,5,Technician was very professional,2
C01021,5,Took longer than expected.,1
C01022,5,Resolved the issue quickly,0
C01023,5,,7
C01024,5,Everything was fine,1
C01025,4,Resolved the issue quickly,0
C01026,5,,0
C01027,1,,2
C01028,3,Resolved the issue quickly,7
C01029,1,Great Service.,1
C01030,3,Everything was fine,3
C01031,4,Would appreciate faster response next time,5
C01032,3,Issue still persists,1
C01033,4,Communication could be better,5
C01034,2,Technician was very professional,1
C01035,5,Communication could be better,1
C01036,4,Took longer than expected.,7
C01037,3,Everything was fine,3
C01038,3,Communication could be better,3
C01039,2,Issue still persists,14
C01040,5,Everything was fine,1
C01041,5,,3
C01042,5,Issue still persists,0
C01043,4,Resolved the issue quickly,0
C01044,5,Everything was fine,7
C01045,5,Took longer than expected.,5
C01046,4,Resolved the issue quickly,1
C01047,3,Technician was very professional,7
C01048,4,Technician was very professional,3
C01049,5,Quick and efficient,2
C01050,5,Issue still persists,7
C01051,5,Quick and efficient,2
C01052,3,Quick and efficient,2
C01053,1,Everything was fine,7
C01054,1,Would appreciate faster response next time,14
C01055,3,Issue still persists,1
C01056,4,Resolved the issue quickly,1
C01057,4,Technician was very professional,14
C01058,5,Great Service.,14
C01059,4,Technician was very professional,3
C01060,3,Great Service.,5
C01061,2,Communication could be better,5
C01062,4,Resolved the issue quickly,14
C01063,5,Issue still persists,5
C01064,5,Would appreciate faster response next time,2
C01065,5,Technician was very professional,3
C01066,1,Great Service.,2
C01067,3,Took longer than expected.,5
C01068,3,Communication could be better,1
C01069,4,Would appreciate faster response next time,14
C01070,5,Technician was very professional,7
C01071,3,Technician was very professional,7
C01072,5,Everything was fine,0
C01073,4,Communication could be better,5
C01074,5,Great Service.,7
C01075,5,Communication could be better,3
C01076,4,Would appreciate faster response next time,1
C01077,4,Resolved the issue quickly,1
C01078,5,Quick and efficient,0
C01079,4,Everything was fine,2
C01080,2,,5
C01081,5,Everything was fine,3
C01082,2,Great Service.,14
C01083,3,Took longer than expected.,5
C01084,4,Communication could be better,5
C01085,5,Communication could be better,2
C01086,4,Great Service.,2
C01087,5,Resolved the issue quickly,14
C01088,4,Everything was fine,5
C01089,5,,7
C01090,4,Quick and efficient,1
C01091,4,Issue still persists,14
C01092,4,Quick and efficient,7
C01093,5,Took longer than expected.,2
C01094,3,,14
C01095,3,Technician was very professional,14
C01096,5,Would appreciate faster response next time,3
C01097,4,Quick and efficient,7
C01098,5,Would appreciate faster response next time,14
C01099,5,Took longer than expected.,0
C01100,5,Technician was very professional,14
C01101,4,Communication could be better,0
C01102,3,,1
C01103,4,Communication could be better,0
C01104,3,Everything was fine,5
C01105,4,Everything was fine,0
C01106,4,Technician was very professional,1
C01107,5,Took longer than expected.,2
C01108,4,Technician was very professional,14
C01109,1,Technician was very professional,14
C01110,3,Great Service.,2
C01111,3,Took longer than expected.,5
C01112,5,Took longer than expected.,2
C01113,4,Resolved the issue quickly,5
C01114,4,Quick and efficient,1
C01115,5,Communication could be better,5
C01116,4,,5
C01117,2,Would appreciate faster response next time,2
C01118,2,Quick and efficient,2
C01119,5,Took longer than expected.,2
C01120,4,Resolved the issue quickly,2
C01121,5,Everything was fine,3
C01122,3,Quick and efficient,1
C01123,3,Everything was fine,3
C01124,3,Quick and efficient,1
C01125,5,Resolved the issue quickly,0
C01126,5,Great Service.,5
C01127,3,Issue still persists,5
C01128,5,Everything was fine,0
C01129,4,Quick and efficient,2
C01130,4,Great Service.,14
C01131,3,Issue still persists,7
C01132,4,Quick and efficient,5
C01133,5,Quick and efficient,14
C01134,3,Communication could be better,2
C01135,4,,0
C01136,3,Resolved the issue quickly,5
C01137,4,Quick and efficient,7
C01138,5,Communication could be better,5
C01139,2,Everything was fine,1
C01140,5,Would appreciate faster response next time,5
C01141,2,Communication could be better,0
C01142,3,,3
C01143,5,Resolved the issue quickly,0
C01144,3,Would appreciate faster response next time,0
C01145,3,Took longer than expected.,1
C01146,5,Everything was fine,0
C01147,5,Would appreciate faster response next time,7
C01148,4,Great Service.,3
C01149,4,Quick and efficient,3
C01150,4,Great Service.,2
C01151,3,Technician was very professional,7
C01152,5,,2
C01153,3,Issue still persists,5
C01154,5,Issue still persists,0
C01155,5,Would appreciate faster response next time,1
C01156,4,,3
C01157,5,Great Service.,5
C01158,4,Great Service.,5
C01159,4,Took longer than expected.,1
C01160,2,Communication could be better,14
C01161,3,Would appreciate faster response next time,7
C01162,4,Quick and efficient,1
C01163,4,Issue still persists,1
C01164,3,Issue still persists,14
C01165,4,Great Service.,1
C01166,3,Technician was very professional,0
C01167,5,Took longer than expected.,1
C01168,3,Communication could be better,2
C01169,4,Took longer than expected.,0
C01170,1,,5
C01171,5,Everything was fine,7
C01172,4,Took longer than expected.,1
C01173,4,Would appreciate faster response next time,1
C01174,4,Communication could be better,1
C01175,3,Took longer than expected.,2
C01176,3,Great Service.,2
C01177,5,Would appreciate faster response next time,14
C01178,5,Issue still persists,14
C01179,5,Took longer than expected.,7
C01180,5,Great Service.,2
C01181,5,Technician was very professional,1
C01182,3,Took longer than expected.,3
C01183,4,Everything was fine,14
C01184,4,Took longer than expected.,1
C01185,4,Great Service.,5
C01186,4,,3
C01187,3,Great Service.,0
C01188,5,Communication could be better,5
C01189,1,Communication could be better,2
C01190,3,Everything was fine,7
C01191,5,Communication could be better,14
C01192,4,Great Service.,7
C01193,4,Resolved the issue quickly,14
C01194,3,,0
C01195,3,Everything was fine,0
C01196,5,Communication could be better,0
C01197,4,Quick and efficient,0
C01198,5,Communication could be better,7
C01199,4,Issue still persists,3
C01200,5,Resolved the issue quickly,14
C01201,5,Issue still persists,0
C01202,5,Great Service.,1
C01203,4,Everything was fine,2
C01204,5,Would appreciate faster response next time,5
C01205,5,Took longer than expected.,7
C01206,1,Resolved the issue quickly,0
C01207,4,,0
C01208,5,Everything was fine,14
C01209,1,Everything was fine,2
C01210,5,Quick and efficient,3
C01211,5,Communication could be better,3
C01212,3,Would appreciate faster response next time,7
C01213,5,Resolved the issue quickly,0
C01214,1,Took longer than expected.,1
C01215,4,,5
C01216,4,Communication could be better,2
C01217,5,Would appreciate faster response next time,5
C01218,4,Communication could be better,1
C01219,5,Issue still persists,14
C01220,4,,1
C01221,5,Took longer than expected.,1
C01222,5,Would appreciate faster response next time,0
C01223,4,Everything was fine,1
C01224,5,Great Service.,1
C01225,4,Resolved the issue quickly,7
C01226,4,,1
C01227,4,Took longer than expected.,14
C01228,1,Quick and efficient,2
C01229,4,Quick and efficient,2
C01230,4,Everything was fine,2
C01231,4,Took longer than expected.,2
C01232,5,,5
C01233,4,Communication could be better,3
C01234,5,Quick and efficient,5
C01235,4,Took longer than expected.,14
C01236,5,Would appreciate faster response next time,0
C01237,1,Would appreciate faster response next time,5
C01238,5,Everything was fine,14
C01239,4,,1
C01240,2,Great Service.,3
C01241,2,Resolved the issue quickly,1
C01242,4,,0
C01243,2,Would appreciate faster response next time,14
C01244,4,Would appreciate faster response next time,0
C01245,4,Took longer than expected.,5
C01246,5,Took longer than expected.,14
C01247,4,Communication could be better,5
C01248,4,Resolved the issue quickly,3
C01249,3,Communication could be better,5
C01250,1,Issue still persists,7
C01251,3,Technician was very professional,1
C01252,5,Took longer than expected.,0
C01253,2,Communication could be better,5
C01254,4,,7
C01255,5,Everything was fine,7
C01256,5,Took longer than expected.,14
C01257,3,Issue still persists,5
C01258,3,Communication could be better,7
C01259,3,Communication could be better,2
C01260,4,Great Service.,14
C01261,3,Would appreciate faster response next time,1
C01262,5,Took longer than expected.,1
C01263,4,Communication could be better,5
C01264,3,,7
C01265,5,Took longer than expected.,5
C01266,4,Communication could be better,3
C01267,4,Resolved the issue quickly,5
